question_id,chapter,type,outcomes,reviewed_sources,content_sha256,review_date,question
pa-u1/mcq-39,pa-u1,mcq,A1-methods;A1-feedback;A1-barriers;A1-principles,scenario:pa-u1:9;scenario:pa-u1:2;scenario:pa-u1:4;scenario:pa-u1:6,e5c21278db1472ded31e7f6b53ed09549e7923af5ba7910c93dcc1039fd2e0eb,2026-09-11,Which explanation corrects this claim about choosing a channel: “A notice on an empty office wall is enough for staff already at home.”?
pa-u1/mcq-40,pa-u1,mcq,A1-feedback;A1-principles,scenario:pa-u1:1;scenario:pa-u1:3;scenario:pa-u1:5;scenario:pa-u1:7,31aabbfee2e099cc94d246c748bce05c240b337a74a0a09692548b23b94554d4,2026-09-11,A reviewer checks encoding a message in this situation: A dispatcher must turn an internal delivery plan into instructions for drivers. Which observation is the most relevant verification?
pa-u1/mcq-41,pa-u1,mcq,A1-feedback;A1-barriers;A1-principles,scenario:pa-u1:2;scenario:pa-u1:4;scenario:pa-u1:6;scenario:pa-u1:8,872e34e26ad2ea246c6b1b5aa5a2bdd10fe2197d43fe07f8c86be87651beb9aa,2026-09-11,A reviewer checks decoding a message in this situation: A receptionist reads an appointment note but is unsure what its abbreviation means. Which observation is the most relevant verification?
pa-u1/mcq-42,pa-u1,mcq,A1-feedback;A1-principles;A1-methods,scenario:pa-u1:3;scenario:pa-u1:5;scenario:pa-u1:7;scenario:pa-u1:9,49e67191ffbd4165dcf120048c58c57ff4c304d2d6f95045375fa4de45e02a97,2026-09-11,A reviewer checks constructive feedback in this situation: A trainee notices that a task description omits the required file format. Which observation is the most relevant verification?
pa-u1/mcq-43,pa-u1,mcq,A1-barriers;A1-principles;A1-feedback,scenario:pa-u1:4;scenario:pa-u1:6;scenario:pa-u1:8;scenario:pa-u1:1,f593342c1becb1b99cac9f79df87791d03205d515db2465943e65b298caacf69,2026-09-11,A reviewer checks physical noise in this situation: A workshop announcement is drowned out by drilling. Which observation is the most relevant verification?
pa-u1/mcq-44,pa-u1,mcq,A1-principles;A1-methods;A1-feedback,scenario:pa-u1:5;scenario:pa-u1:7;scenario:pa-u1:9;scenario:pa-u1:2,3bf7475cf1dac8f42e3db978201a7d75d2a6ccda9087bf506bc63f9ae89bf0ef,2026-09-11,A reviewer checks clarity for an audience in this situation: A volunteer manual uses unexplained internal department codes. Which observation is the most relevant verification?
pa-u1/mcq-45,pa-u1,mcq,A1-principles;A1-barriers;A1-feedback,scenario:pa-u1:6;scenario:pa-u1:8;scenario:pa-u1:1;scenario:pa-u1:3,2006b39d485ce0733caa9ada49f89cd905dd4145fb5200830c88295b2432923a,2026-09-11,A reviewer checks complete instructions in this situation: A notice asks students to submit a project but gives neither destination nor deadline. Which observation is the most relevant verification?
pa-u1/mcq-46,pa-u1,mcq,A1-principles;A1-methods;A1-feedback;A1-barriers,scenario:pa-u1:7;scenario:pa-u1:9;scenario:pa-u1:2;scenario:pa-u1:4,94392b2b946b2801a250f855b7b5b6e73990dce6c35bb05da8dd5bb4adabd086,2026-09-11,A reviewer checks courteous disagreement in this situation: Two colleagues disagree about a calculation and one starts insulting the other. Which observation is the most relevant verification?
pa-u1/mcq-47,pa-u1,mcq,A1-barriers;A1-feedback;A1-principles,scenario:pa-u1:8;scenario:pa-u1:1;scenario:pa-u1:3;scenario:pa-u1:5,175f44bb6c226a7147cf4b14c576c97332fe195322914a128b8d1ddd917dd69e,2026-09-11,A reviewer checks active listening in this situation: A client explains three changes while a clerk keeps composing unrelated messages. Which observation is the most relevant verification?
pa-u1/mcq-48,pa-u1,mcq,A1-methods;A1-feedback;A1-barriers;A1-principles,scenario:pa-u1:9;scenario:pa-u1:2;scenario:pa-u1:4;scenario:pa-u1:6,56db78ea48aeedcec31d13bb5b70cea8cc2b016f2075bd8d552c0026e40d73b8,2026-09-11,A reviewer checks choosing a channel in this situation: A shift cancellation must reach absent staff promptly and leave a written record. Which observation is the most relevant verification?
pa-u1/mcq-49,pa-u1,mcq,A1-feedback;A1-principles,scenario:pa-u1:1;scenario:pa-u1:3;scenario:pa-u1:5;scenario:pa-u1:7,da0264d1edbea23fd428b0749ed2804457cf52671ea01fc68c7d851b39982b8e,2026-09-11,Which principle most directly explains the appropriate response to this situation? A dispatcher must turn an internal delivery plan into instructions for drivers.
pa-u1/mcq-50,pa-u1,mcq,A1-feedback;A1-barriers;A1-principles,scenario:pa-u1:2;scenario:pa-u1:4;scenario:pa-u1:6;scenario:pa-u1:8,2b63b4e905f315b1e653866e06b17773402d85f7adc89a4e632a9dbcc2d1dc29,2026-09-11,Which principle most directly explains the appropriate response to this situation? A receptionist reads an appointment note but is unsure what its abbreviation means.
pa-u1/mcq-51,pa-u1,mcq,A1-feedback;A1-principles;A1-methods,scenario:pa-u1:3;scenario:pa-u1:5;scenario:pa-u1:7;scenario:pa-u1:9,fcecb24061bd68a6e9155305a3ab11d9c66bfa93e0c49f9a055edcadf233e1cf,2026-09-11,Which principle most directly explains the appropriate response to this situation? A trainee notices that a task description omits the required file format.
pa-u1/mcq-52,pa-u1,mcq,A1-barriers;A1-principles;A1-feedback,scenario:pa-u1:4;scenario:pa-u1:6;scenario:pa-u1:8;scenario:pa-u1:1,d4d871f8d485ef34e8dfc0fea58ee16bbb2ef3e9fc87510c09088befd2e55613,2026-09-11,Which principle most directly explains the appropriate response to this situation? A workshop announcement is drowned out by drilling.
pa-u1/mcq-53,pa-u1,mcq,A1-principles;A1-methods;A1-feedback,scenario:pa-u1:5;scenario:pa-u1:7;scenario:pa-u1:9;scenario:pa-u1:2,9799bc92244d33bb5ae41382483c932b8360e19869ef6df25027c57725d86e76,2026-09-11,Which principle most directly explains the appropriate response to this situation? A volunteer manual uses unexplained internal department codes.
pa-u1/mcq-54,pa-u1,mcq,A1-principles;A1-barriers;A1-feedback,scenario:pa-u1:6;scenario:pa-u1:8;scenario:pa-u1:1;scenario:pa-u1:3,2302e31fbb4a484e826cfecfbad6aeefba1517453d333e157775ac32c791c80a,2026-09-11,Which principle most directly explains the appropriate response to this situation? A notice asks students to submit a project but gives neither destination nor deadline.
pa-u1/mcq-55,pa-u1,mcq,A1-principles;A1-methods;A1-feedback;A1-barriers,scenario:pa-u1:7;scenario:pa-u1:9;scenario:pa-u1:2;scenario:pa-u1:4,1cfd4bb826043b3acc0e5dadf49491a72755f11824d7373b5460f81e5333cf3a,2026-09-11,Which principle most directly explains the appropriate response to this situation? Two colleagues disagree about a calculation and one starts insulting the other.
pa-u1/mcq-56,pa-u1,mcq,A1-barriers;A1-feedback;A1-principles,scenario:pa-u1:8;scenario:pa-u1:1;scenario:pa-u1:3;scenario:pa-u1:5,06fe69fb3406525f2600665d87537a9b2e85848aba1230c23069e03a5c6a4de8,2026-09-11,Which principle most directly explains the appropriate response to this situation? A client explains three changes while a clerk keeps composing unrelated messages.
pa-u1/mcq-57,pa-u1,mcq,A1-methods;A1-feedback;A1-barriers;A1-principles,scenario:pa-u1:9;scenario:pa-u1:2;scenario:pa-u1:4;scenario:pa-u1:6,bbc78198e07d52676d15859d82bc7978c81e54b7418a731110f93b2fa3cf1923,2026-09-11,Which principle most directly explains the appropriate response to this situation? A shift cancellation must reach absent staff promptly and leave a written record.
pa-u1/mcq-58,pa-u1,mcq,A1-feedback;A1-principles,scenario:pa-u1:1;scenario:pa-u1:3;scenario:pa-u1:5;scenario:pa-u1:7,adc0bca1e44873ab9333a79a3b4cd78914c54ad3a33f17b0e978c44da5fab8f2,2026-09-11,"Which caution specifically qualifies this description of encoding a message: “Turning a sender's intended idea into words, symbols or gestures”?"
pa-u1/mcq-59,pa-u1,mcq,A1-feedback;A1-barriers;A1-principles,scenario:pa-u1:2;scenario:pa-u1:4;scenario:pa-u1:6;scenario:pa-u1:8,02ca492fdd12a790e16b5e4ac57bff588d2a0b41906ee1aa482ae9bf54236385,2026-09-11,Which caution specifically qualifies this description of decoding a message: “Interpreting the meaning of a received communication”?
pa-u1/mcq-60,pa-u1,mcq,A1-feedback;A1-principles;A1-methods,scenario:pa-u1:3;scenario:pa-u1:5;scenario:pa-u1:7;scenario:pa-u1:9,d8d8c133482e15a63373cc5368f248c0497be2d7818bb8beafaca908bb6a944d,2026-09-11,Which caution specifically qualifies this description of constructive feedback: “A specific response that helps a sender check understanding or improve a message”?
pa-u1/short-1,pa-u1,short,A1-feedback,written:pa-u1:1,7252c2baf1e83c0f3c6d4a546fed326c449e195109121eb1ed76199e658ff29d,2026-09-11,Distinguish encoding from decoding with a workplace example.
pa-u1/short-2,pa-u1,short,A1-feedback,written:pa-u1:2,a8aa4f0e7d991d3ac712c266a51b62de8cd620bf9f50ed2449aaf62fcb9190d2,2026-09-11,Give two characteristics of useful feedback.
pa-u1/short-3,pa-u1,short,A1-feedback,scenario:pa-u1:1,4105706d3088faac17c5eef5e2e912fcb2e2651d316af05b99270d87a9025774,2026-09-11,Define encoding a message and recommend one relevant action for this case: A dispatcher must turn an internal delivery plan into instructions for drivers.
pa-u1/short-4,pa-u1,short,A1-feedback,scenario:pa-u1:2,e610b4211c957ab595c5346b04354ad37410aa56bcb3944e178449b7486ed14b,2026-09-11,Define decoding a message and recommend one relevant action for this case: A receptionist reads an appointment note but is unsure what its abbreviation means.
pa-u1/short-5,pa-u1,short,A1-feedback,scenario:pa-u1:3,c368e97bbd9a68ddff679924f9851097dcd34bef3de7452c7e01f0374b0b6158,2026-09-11,Define constructive feedback and recommend one relevant action for this case: A trainee notices that a task description omits the required file format.
pa-u1/short-6,pa-u1,short,A1-barriers,scenario:pa-u1:4,75e9e541fbc06ce7e98229363acea84ab850531d168d05d1a1daa9d7e304f08b,2026-09-11,Define physical noise and recommend one relevant action for this case: A workshop announcement is drowned out by drilling.
pa-u1/short-7,pa-u1,short,A1-principles,scenario:pa-u1:5,1c6e9f794130795633aada754376717b6dd23e174bfc89181244ee42db3a9412,2026-09-11,Define clarity for an audience and recommend one relevant action for this case: A volunteer manual uses unexplained internal department codes.
pa-u1/short-8,pa-u1,short,A1-principles,scenario:pa-u1:6,1670da0ca87ff09c7647232affa317f1b27458e821281f3e36f0eb4dbafbd9ec,2026-09-11,Define complete instructions and recommend one relevant action for this case: A notice asks students to submit a project but gives neither destination nor deadline.
pa-u1/short-9,pa-u1,short,A1-principles,scenario:pa-u1:7,a0ff440cd2ad265f59b817f88bc23064cd0fbec27a6695286e0dd2a082364fae,2026-09-11,Define courteous disagreement and recommend one relevant action for this case: Two colleagues disagree about a calculation and one starts insulting the other.
pa-u1/short-10,pa-u1,short,A1-barriers,scenario:pa-u1:8,b026e3e98c1f760fcd98663197e48817778b1a8e339fc5ff68139b67ab95beae,2026-09-11,Define active listening and recommend one relevant action for this case: A client explains three changes while a clerk keeps composing unrelated messages.
pa-u1/short-11,pa-u1,short,A1-methods,scenario:pa-u1:9,c29db5f78be7e95a993e8524087accf6507171e42460f84fdf91f62d6071bd61,2026-09-11,Define choosing a channel and recommend one relevant action for this case: A shift cancellation must reach absent staff promptly and leave a written record.
pa-u1/short-12,pa-u1,short,A1-writing,scenario:pa-u1:10,aae5cb2d16a4db99991e9268b527b5b128a09941e9af4ddc2b5d958b5ace53d4,2026-09-11,Define sentence and phrase and recommend one relevant action for this case: A notice contains only the words near the office door.
pa-u1/short-13,pa-u1,short,A1-writing,scenario:pa-u1:11,49fccce2868dc9cb50ae77574d0b6ffd9d7575019ea80f9f2416598d0b5afad5,2026-09-11,Define kinds of sentences and recommend one relevant action for this case: A student must ask where to submit a form rather than announce a location.
pa-u1/short-14,pa-u1,short,A1-writing,scenario:pa-u1:12,f1247c15bbe8f56c88118223888e667e1cf62272e2231e00355c3e3e97395cc5,2026-09-11,Define parts of a sentence and recommend one relevant action for this case: A learner analyses the sentence The clerk checks the records.
pa-u1/short-15,pa-u1,short,A1-writing,scenario:pa-u1:13,c84f7f79f6a7abc2fce87c1a4b7cee5faeed9697c45e0c5a42b5ae01b95031d1,2026-09-11,Define appropriate articles and recommend one relevant action for this case: A sentence introduces an unnamed office assistant for the first time.
pa-u1/short-16,pa-u1,short,A1-writing,scenario:pa-u1:14,cf2c69d073214274f232d136840e9df7f41f67c972fafd0130e54647371321cb,2026-09-11,Define paragraph construction and recommend one relevant action for this case: Instructions about one filing task are mixed with unrelated festival news.
pa-u1/short-17,pa-u1,short,A1-feedback,scenario:pa-u1:1,2cf37759a25b386c58ddd27fe0796a04dcd2ed00526a1ff3e468c301950a9cef,2026-09-11,Correct this misconception about encoding a message: “An unspoken intention is already a message delivered to the driver.” Then state one suitable action for this situation: A dispatcher must turn an internal delivery plan into instructions for drivers.
pa-u1/short-18,pa-u1,short,A1-feedback,scenario:pa-u1:2,b6235e8e444abded5909fce8f2d6fbdef353d046c96ef0852337b10a52f7b2ff,2026-09-11,Correct this misconception about decoding a message: “Recognising the printed letters proves the intended meaning is understood.” Then state one suitable action for this situation: A receptionist reads an appointment note but is unsure what its abbreviation means.
pa-u1/short-19,pa-u1,short,A1-feedback,scenario:pa-u1:3,41594c87dae08d6c89e39ba99daf8e7c5a3507a520d8e3ad6ccd6fcf39c827fb,2026-09-11,"Correct this misconception about constructive feedback: “Any reply, even unrelated praise, resolves the missing instruction.” Then state one suitable action for this situation: A trainee notices that a task description omits the required file format."
pa-u1/short-20,pa-u1,short,A1-barriers,scenario:pa-u1:4,771fd5c2a2afd3078a80f729868ae299123633178a1b570cbd1d3fb307c126d9,2026-09-11,Correct this misconception about physical noise: “Speaking with more technical words will remove drilling noise.” Then state one suitable action for this situation: A workshop announcement is drowned out by drilling.
pa-u1/short-21,pa-u1,short,A1-principles,scenario:pa-u1:5,c52b8e208495831aeded2afb64b81260086fc9908b525617d45c1ddd149d3d39,2026-09-11,Correct this misconception about clarity for an audience: “Short codes are always clearer because they contain fewer characters.” Then state one suitable action for this situation: A volunteer manual uses unexplained internal department codes.
pa-u1/short-22,pa-u1,short,A1-principles,scenario:pa-u1:6,64f3e67c03bffb18ba14edcdec0b898b6d145d97e4159b54b7fe63a04108863f,2026-09-11,Correct this misconception about complete instructions: “A polite tone can substitute for a missing submission deadline.” Then state one suitable action for this situation: A notice asks students to submit a project but gives neither destination nor deadline.
pa-u1/short-23,pa-u1,short,A1-principles,scenario:pa-u1:7,32797d0b1a17965983602a1b98661830b2474edaf793631f9a7934377e906edf,2026-09-11,Correct this misconception about courteous disagreement: “Respectful language requires agreeing with an incorrect total.” Then state one suitable action for this situation: Two colleagues disagree about a calculation and one starts insulting the other.
pa-u1/short-24,pa-u1,short,A1-barriers,scenario:pa-u1:8,a608fc6f274cdf23b44e8d23cf7e8ecf3d482a9ebcafd1a8eafcb11bf47a85c9,2026-09-11,Correct this misconception about active listening: “Remaining silent while distracted is sufficient proof of listening.” Then state one suitable action for this situation: A client explains three changes while a clerk keeps composing unrelated messages.
pa-u1/short-25,pa-u1,short,A1-methods,scenario:pa-u1:9,aa34e51a24334eddef04e49088bc2ebf313bbb6dbbd02a152c8f18af68541199,2026-09-11,Correct this misconception about choosing a channel: “A notice on an empty office wall is enough for staff already at home.” Then state one suitable action for this situation: A shift cancellation must reach absent staff promptly and leave a written record.
pa-u1/short-26,pa-u1,short,A1-writing,scenario:pa-u1:10,160bd8faa0ce136bca71cb3dd7cd1d16d3cc68902e1b4c0a8fddfb9a5eae6bca,2026-09-11,Correct this misconception about sentence and phrase: “Every group of words is a complete sentence.” Then state one suitable action for this situation: A notice contains only the words near the office door.
pa-u1/short-27,pa-u1,short,A1-writing,scenario:pa-u1:11,742433d904b27e4ce89ff458c3b00ff4ec73656b8426f9172059380f3425e6e7,2026-09-11,Correct this misconception about kinds of sentences: “A statement and a question necessarily perform the same communication task.” Then state one suitable action for this situation: A student must ask where to submit a form rather than announce a location.
pa-u1/short-28,pa-u1,short,A1-writing,scenario:pa-u1:12,b756efd816461b165a1d37b77105c3516132136dff210683f6ff051e1cf36c69,2026-09-11,Correct this misconception about parts of a sentence: “The subject is always the final word of a sentence.” Then state one suitable action for this situation: A learner analyses the sentence The clerk checks the records.
